time,104 GtCO2 temporary storage vs. permanent removal,200 GtCO2 temporary storage vs. permanent removal,296 GtCO2 temporary storage vs. permanent removal
2286.5,-3.734375,-7.1679688,-10.8359375
2287.5,-3.7382812,-7.171875,-10.847656
2288.5,-3.7421875,-7.1796875,-10.859375
2289.5,-3.7460938,-7.1875,-10.871094
2290.5,-3.75,-7.1953125,-10.878906
2291.5,-3.7539062,-7.1992188,-10.890625
2292.5,-3.7578125,-7.2070312,-10.902344
2293.5,-3.7617188,-7.2109375,-10.910156
2294.5,-3.765625,-7.21875,-10.925781
2295.5,-3.7695312,-7.2265625,-10.933594
2296.5,-3.7773438,-7.2304688,-10.9453125
2297.5,-3.7773438,-7.234375,-10.957031
2298.5,-3.78125,-7.2460938,-10.96875
2299.5,-3.7851562,-7.25,-10.9765625
2300.5,-3.7851562,-7.2578125,-10.988281
