time,104 GtCO2 temporary storage vs. permanent removal,200 GtCO2 temporary storage vs. permanent removal,296 GtCO2 temporary storage vs. permanent removal
2190.5,-0.0056495667,-0.0109267235,-0.01604414
2191.5,-0.0056638718,-0.01095438,-0.016085625
2192.5,-0.005678177,-0.010980606,-0.016125202
2193.5,-0.0056910515,-0.011007309,-0.01616478
2194.5,-0.005704403,-0.011033535,-0.01620245
2195.5,-0.0057172775,-0.011059284,-0.016239643
2196.5,-0.005731106,-0.01108408,-0.016275406
2197.5,-0.0057435036,-0.011108398,-0.016311646
2198.5,-0.005757332,-0.01113224,-0.016345978
2199.5,-0.0057706833,-0.011156082,-0.01638031
2200.5,-0.005782604,-0.011179447,-0.016414165
2201.5,-0.005794525,-0.011202812,-0.01644659
2202.5,-0.0058059692,-0.011226177,-0.016479015
2203.5,-0.0058164597,-0.011250973,-0.01651144
2204.5,-0.0058279037,-0.011275291,-0.016543865
2205.5,-0.005838871,-0.011297703,-0.016576767
2206.5,-0.0058488846,-0.011316776,-0.016609669
2207.5,-0.005859375,-0.01133585,-0.016643047
2208.5,-0.005871296,-0.011356831,-0.016674042
2209.5,-0.005882263,-0.011376858,-0.016703606
2210.5,-0.0058922768,-0.011397839,-0.0167346
2211.5,-0.005902767,-0.011417866,-0.016767025
2212.5,-0.005912304,-0.011438847,-0.016798973
2213.5,-0.005923271,-0.011459827,-0.016831398
2214.5,-0.0059332848,-0.011480808,-0.016863823
2215.5,-0.005943775,-0.011500835,-0.016895771
2216.5,-0.0059537888,-0.011521339,-0.016925335
2217.5,-0.0059638023,-0.01154089,-0.016954899
2218.5,-0.0059728622,-0.011559486,-0.016983986
2219.5,-0.005981922,-0.011577606,-0.01701212
2220.5,-0.005990505,-0.01159668,-0.017038822
2221.5,-0.005999565,-0.011613846,-0.017064571
2222.5,-0.0060095787,-0.0116324425,-0.017091274
2223.5,-0.0060195923,-0.011650085,-0.0171175
2224.5,-0.0060300827,-0.011668682,-0.01714468
2225.5,-0.00604105,-0.011687756,-0.01717186
2226.5,-0.0060510635,-0.011706352,-0.01720047
2227.5,-0.006061554,-0.011725903,-0.01722908
2228.5,-0.006072521,-0.011744976,-0.017257214
2229.5,-0.006082535,-0.0117640495,-0.01728487
2230.5,-0.0060920715,-0.011783123,-0.01731348
2231.5,-0.006102562,-0.011802673,-0.017341614
2232.5,-0.0061130524,-0.011822224,-0.017369747
2233.5,-0.006123543,-0.011841774,-0.017398357
2234.5,-0.00613451,-0.0118608475,-0.017426968
2235.5,-0.0061450005,-0.011880875,-0.017455101
2236.5,-0.006155491,-0.011900902,-0.017484188
2237.5,-0.006166458,-0.011920929,-0.017512321
2238.5,-0.0061764717,-0.011941433,-0.017540932
2239.5,-0.006187439,-0.011961937,-0.017570019
2240.5,-0.006198406,-0.011981964,-0.017598629
2241.5,-0.0062093735,-0.012002945,-0.017626762
2242.5,-0.0062203407,-0.012024403,-0.01765585
2243.5,-0.006231308,-0.012046814,-0.01768589
2244.5,-0.0062441826,-0.012069225,-0.017715931
2245.5,-0.0062556267,-0.012091637,-0.017745972
2246.5,-0.0062675476,-0.012114525,-0.017776012
2247.5,-0.006280422,-0.012136936,-0.017807007
2248.5,-0.006292343,-0.012160301,-0.017838478
2249.5,-0.006304741,-0.012182236,-0.017869473
2250.5,-0.006316185,-0.01220417,-0.017900944
2251.5,-0.006327629,-0.012225628,-0.017932415
2252.5,-0.006339073,-0.012246609,-0.017964363
2253.5,-0.006351471,-0.012269497,-0.017996311
2254.5,-0.006362915,-0.012292385,-0.01802969
2255.5,-0.006374836,-0.01231432,-0.018062592
2256.5,-0.006386757,-0.012337208,-0.01809597
2257.5,-0.0063991547,-0.012359619,-0.018130302
2258.5,-0.0064115524,-0.012382984,-0.018164635
2259.5,-0.006424427,-0.012406826,-0.018198967
2260.5,-0.006436348,-0.012430191,-0.0182333
2261.5,-0.0064487457,-0.012454033,-0.018268585
2262.5,-0.0064611435,-0.012479305,-0.018304348
2263.5,-0.0064730644,-0.012503624,-0.01834011
2264.5,-0.0064849854,-0.012527943,-0.01837492
2265.5,-0.00649786,-0.012553215,-0.01841116
2266.5,-0.0065112114,-0.012578487,-0.018448353
2267.5,-0.006524086,-0.01260376,-0.018485546
2268.5,-0.0065364838,-0.012629509,-0.018522263
2269.5,-0.0065493584,-0.012654781,-0.018558979
2270.5,-0.00656271,-0.012680054,-0.018596172
2271.5,-0.0065751076,-0.012705326,-0.018633842
2272.5,-0.0065875053,-0.012730598,-0.01867199
2273.5,-0.006599903,-0.012756348,-0.01870966
2274.5,-0.006612301,-0.012780666,-0.01874876
2275.5,-0.0066251755,-0.012805462,-0.018786907
2276.5,-0.0066370964,-0.012830257,-0.018825531
2277.5,-0.006649971,-0.012855053,-0.018862724
2278.5,-0.0066628456,-0.012880325,-0.018899918
2279.5,-0.0066752434,-0.0129060745,-0.018938065
2280.5,-0.006687641,-0.012932301,-0.018976688
2281.5,-0.0067009926,-0.012957096,-0.019015789
2282.5,-0.006713867,-0.012982845,-0.01905489
2283.5,-0.006726265,-0.013008118,-0.019093513
2284.5,-0.0067391396,-0.013033867,-0.019132137
2285.5,-0.0067510605,-0.01306057,-0.019171715
2286.5,-0.006764412,-0.013087273,-0.019210815
2287.5,-0.00677824,-0.013114452,-0.01925087
2288.5,-0.0067920685,-0.013142109,-0.019290924
2289.5,-0.0068063736,-0.013169289,-0.019330502
2290.5,-0.006819248,-0.013196468,-0.019370556
2291.5,-0.0068330765,-0.013223648,-0.019411087
2292.5,-0.0068469048,-0.013251305,-0.019451141
2293.5,-0.006860256,-0.013278961,-0.019491673
2294.5,-0.0068740845,-0.013307095,-0.01953268
2295.5,-0.0068879128,-0.013334274,-0.019574165
2296.5,-0.006901264,-0.013361931,-0.01961565
2297.5,-0.0069146156,-0.013389587,-0.019655704
2298.5,-0.0069274902,-0.01341629,-0.019695759
2299.5,-0.006940365,-0.013442516,-0.019734383
2300.5,-0.0069537163,-0.013469219,-0.019773483
