time,ssp119 - base,ssp119 - sce1,ssp119 - sce2,ssp119 - sce3,ssp119 - sce4,ssp119 - sce5,ssp119 - sce6,ssp126 - base,ssp126 - sce1,ssp126 - sce2,ssp126 - sce3,ssp126 - sce4,ssp126 - sce5,ssp126 - sce6,ssp534 - base,ssp534 - sce1,ssp534 - sce2,ssp534 - sce3,ssp534 - sce4,ssp534 - sce5,ssp534 - sce6,ssp434 - base,ssp434 - sce1,ssp434 - sce2,ssp434 - sce3,ssp434 - sce4,ssp434 - sce5,ssp434 - sce6,ssp245 - base,ssp245 - sce1,ssp245 - sce2,ssp245 - sce3,ssp245 - sce4,ssp245 - sce5,ssp245 - sce6,ssp460 - base,ssp460 - sce1,ssp460 - sce2,ssp460 - sce3,ssp460 - sce4,ssp460 - sce5,ssp460 - sce6,ssp370 - base,ssp370 - sce1,ssp370 - sce2,ssp370 - sce3,ssp370 - sce4,ssp370 - sce5,ssp370 - sce6,ssp585 - base,ssp585 - sce1,ssp585 - sce2,ssp585 - sce3,ssp585 - sce4,ssp585 - sce5,ssp585 - sce6
2186.5,-0.80707574,-0.80707574,-0.80707574,-0.80707574,-0.80707574,-0.80707574,-0.80707574,-0.4010534,-0.4010534,-0.4010534,-0.4010534,-0.4010534,-0.4010534,-0.4010534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1427104,-1.1427104,-1.1427104,-1.1427104,-1.1427104,-1.1427104,-1.1427104,6.131121,6.131121,6.131121,6.131121,6.131121,6.131121,6.131121,10.088952,10.088952,10.088952,10.088952,10.088952,10.088952,10.088952,35.18788,35.18788,35.18788,35.18788,35.18788,35.18788,35.18788,54.109562,54.109562,54.109562,54.109562,54.109562,54.109562,54.109562
2187.5,-0.576933,-0.576933,-0.576933,-0.576933,-0.576933,-0.576933,-0.576933,-0.28669053,-0.28669053,-0.28669053,-0.28669053,-0.28669053,-0.28669053,-0.28669053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8168594,-0.8168594,-0.8168594,-0.8168594,-0.8168594,-0.8168594,-0.8168594,6.0345783,6.0345783,6.0345783,6.0345783,6.0345783,6.0345783,6.0345783,9.930088,9.930088,9.930088,9.930088,9.930088,9.930088,9.930088,34.6338,34.6338,34.6338,34.6338,34.6338,34.6338,34.6338,53.257538,53.257538,53.257538,53.257538,53.257538,53.257538,53.257538
2188.5,-0.34679037,-0.34679037,-0.34679037,-0.34679037,-0.34679037,-0.34679037,-0.34679037,-0.17232764,-0.17232764,-0.17232764,-0.17232764,-0.17232764,-0.17232764,-0.17232764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4910084,-0.4910084,-0.4910084,-0.4910084,-0.4910084,-0.4910084,-0.4910084,5.9380355,5.9380355,5.9380355,5.9380355,5.9380355,5.9380355,5.9380355,9.771223,9.771223,9.771223,9.771223,9.771223,9.771223,9.771223,34.07972,34.07972,34.07972,34.07972,34.07972,34.07972,34.07972,52.40551,52.40551,52.40551,52.40551,52.40551,52.40551,52.40551
2189.5,-0.11664766,-0.11664766,-0.11664766,-0.11664766,-0.11664766,-0.11664766,-0.11664766,-0.05796475,-0.05796475,-0.05796475,-0.05796475,-0.05796475,-0.05796475,-0.05796475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16515736,-0.16515736,-0.16515736,-0.16515736,-0.16515736,-0.16515736,-0.16515736,5.8414927,5.8414927,5.8414927,5.8414927,5.8414927,5.8414927,5.8414927,9.61236,9.61236,9.61236,9.61236,9.61236,9.61236,9.61236,33.52564,33.52564,33.52564,33.52564,33.52564,33.52564,33.52564,51.55348,51.55348,51.55348,51.55348,51.55348,51.55348,51.55348
2190.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.744951,5.744951,5.744951,5.744951,5.744951,5.744951,5.744951,9.453496,9.453496,9.453496,9.453496,9.453496,9.453496,9.453496,32.97156,32.97156,32.97156,32.97156,32.97156,32.97156,32.97156,50.701454,50.701454,50.701454,50.701454,50.701454,50.701454,50.701454
2191.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.648408,5.648408,5.648408,5.648408,5.648408,5.648408,5.648408,9.294632,9.294632,9.294632,9.294632,9.294632,9.294632,9.294632,32.41748,32.41748,32.41748,32.41748,32.41748,32.41748,32.41748,49.849426,49.849426,49.849426,49.849426,49.849426,49.849426,49.849426
2192.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551865,5.551865,5.551865,5.551865,5.551865,5.551865,5.551865,9.135768,9.135768,9.135768,9.135768,9.135768,9.135768,9.135768,31.8634,31.8634,31.8634,31.8634,31.8634,31.8634,31.8634,48.997402,48.997402,48.997402,48.997402,48.997402,48.997402,48.997402
2193.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4553223,5.4553223,5.4553223,5.4553223,5.4553223,5.4553223,5.4553223,8.976904,8.976904,8.976904,8.976904,8.976904,8.976904,8.976904,31.30932,31.30932,31.30932,31.30932,31.30932,31.30932,31.30932,48.145374,48.145374,48.145374,48.145374,48.145374,48.145374,48.145374
2194.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3587794,5.3587794,5.3587794,5.3587794,5.3587794,5.3587794,5.3587794,8.81804,8.81804,8.81804,8.81804,8.81804,8.81804,8.81804,30.75524,30.75524,30.75524,30.75524,30.75524,30.75524,30.75524,47.293346,47.293346,47.293346,47.293346,47.293346,47.293346,47.293346
2195.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2622366,5.2622366,5.2622366,5.2622366,5.2622366,5.2622366,5.2622366,8.659176,8.659176,8.659176,8.659176,8.659176,8.659176,8.659176,30.20116,30.20116,30.20116,30.20116,30.20116,30.20116,30.20116,46.441322,46.441322,46.441322,46.441322,46.441322,46.441322,46.441322
2196.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1656938,5.1656938,5.1656938,5.1656938,5.1656938,5.1656938,5.1656938,8.500312,8.500312,8.500312,8.500312,8.500312,8.500312,8.500312,29.64708,29.64708,29.64708,29.64708,29.64708,29.64708,29.64708,45.58929,45.58929,45.58929,45.58929,45.58929,45.58929,45.58929
2197.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0691514,5.0691514,5.0691514,5.0691514,5.0691514,5.0691514,5.0691514,8.341448,8.341448,8.341448,8.341448,8.341448,8.341448,8.341448,29.093,29.093,29.093,29.093,29.093,29.093,29.093,44.737263,44.737263,44.737263,44.737263,44.737263,44.737263,44.737263
