time,ssp585 - sce6,ssp370 - sce6,ssp460 - sce6,ssp245 - sce6,ssp434 - sce6,ssp534 - sce6,ssp126 - sce6,ssp119 - sce6,ssp585 - sce5,ssp370 - sce5,ssp460 - sce5,ssp245 - sce5,ssp434 - sce5,ssp534 - sce5,ssp126 - sce5,ssp119 - sce5,ssp585 - sce4,ssp370 - sce4,ssp460 - sce4,ssp245 - sce4,ssp434 - sce4,ssp534 - sce4,ssp126 - sce4,ssp119 - sce4,ssp585 - sce3,ssp370 - sce3,ssp460 - sce3,ssp245 - sce3,ssp434 - sce3,ssp534 - sce3,ssp126 - sce3,ssp119 - sce3,ssp585 - sce2,ssp370 - sce2,ssp460 - sce2,ssp245 - sce2,ssp434 - sce2,ssp534 - sce2,ssp126 - sce2,ssp119 - sce2,ssp585 - sce1,ssp370 - sce1,ssp460 - sce1,ssp245 - sce1,ssp434 - sce1,ssp534 - sce1,ssp126 - sce1,ssp119 - sce1
2015.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020.5,0.5128746032714844,0.51287841796875,0.51287841796875,0.51287841796875,0.5128746032714844,0.5128746032714844,0.51287841796875,0.5128746032714844,0.5128746032714844,0.51287841796875,0.51287841796875,0.51287841796875,0.5128746032714844,0.5128746032714844,0.51287841796875,0.5128746032714844,0.34619140625,0.34619140625,0.34619140625,0.34619140625,0.34619140625,0.34619140625,0.34619140625,0.34619140625,0.34619140625,0.34619140625,0.34619140625,0.34619140625,0.34619140625,0.34619140625,0.34619140625,0.34619140625,0.17950820922851562,0.17950439453125,0.17950439453125,0.17950439453125,0.17950820922851562,0.17950820922851562,0.17950439453125,0.17950820922851562,0.17950820922851562,0.17950439453125,0.17950439453125,0.17950439453125,0.17950820922851562,0.17950820922851562,0.17950439453125,0.17950820922851562
2021.5,2.578624725341797,2.578632354736328,2.578632354736328,2.578632354736328,2.5786285400390625,2.578624725341797,2.5786285400390625,2.578624725341797,2.578624725341797,2.578632354736328,2.578632354736328,2.578632354736328,2.5786285400390625,2.578624725341797,2.5786285400390625,2.578624725341797,1.7405738830566406,1.7405738830566406,1.7405738830566406,1.7405738830566406,1.7405776977539062,1.7405738830566406,1.740570068359375,1.7405738830566406,1.7405738830566406,1.7405738830566406,1.7405738830566406,1.7405738830566406,1.7405776977539062,1.7405738830566406,1.740570068359375,1.7405738830566406,0.9025230407714844,0.9025154113769531,0.9025154113769531,0.9025192260742188,0.9025230407714844,0.9025230407714844,0.9025115966796875,0.9025230407714844,0.9025230407714844,0.9025154113769531,0.9025154113769531,0.9025192260742188,0.9025230407714844,0.9025230407714844,0.9025115966796875,0.9025230407714844
2022.5,7.237251281738281,7.2372589111328125,7.237262725830078,7.237262725830078,7.2372589111328125,7.237251281738281,7.237255096435547,7.237247467041016,7.237251281738281,7.2372589111328125,7.237262725830078,7.237262725830078,7.2372589111328125,7.237251281738281,7.237255096435547,7.237247467041016,4.8851470947265625,4.8851470947265625,4.8851470947265625,4.8851470947265625,4.885158538818359,4.8851470947265625,4.885139465332031,4.8851470947265625,4.8851470947265625,4.8851470947265625,4.8851470947265625,4.8851470947265625,4.885158538818359,4.8851470947265625,4.885139465332031,4.8851470947265625,2.5330429077148438,2.533031463623047,2.5330352783203125,2.5330429077148438,2.5330429077148438,2.5330429077148438,2.5330238342285156,2.5330429077148438,2.5330429077148438,2.533031463623047,2.5330352783203125,2.5330429077148438,2.5330429077148438,2.5330429077148438,2.5330238342285156,2.5330429077148438
2023.5,15.528759002685547,15.528762817382812,15.528770446777344,15.528766632080078,15.528770446777344,15.528759002685547,15.528759002685547,15.528749465942383,15.528759002685547,15.528762817382812,15.528770446777344,15.528766632080078,15.528770446777344,15.528759002685547,15.528759002685547,15.528749465942383,10.481910705566406,10.481914520263672,10.481910705566406,10.48190689086914,10.48193359375,10.481910705566406,10.481903076171875,10.481914520263672,10.481910705566406,10.481914520263672,10.481910705566406,10.48190689086914,10.48193359375,10.481910705566406,10.481903076171875,10.481914520263672,5.435070037841797,5.43505859375,5.435062408447266,5.435070037841797,5.4350738525390625,5.435070037841797,5.4350433349609375,5.4350738525390625,5.435070037841797,5.43505859375,5.435062408447266,5.435070037841797,5.4350738525390625,5.435070037841797,5.4350433349609375,5.4350738525390625
2024.5,28.493144989013672,28.493144989013672,28.493152618408203,28.493144989013672,28.493160247802734,28.493144989013672,28.49313735961914,28.49312973022461,28.493144989013672,28.493144989013672,28.493152618408203,28.493144989013672,28.493160247802734,28.493144989013672,28.49313735961914,28.49312973022461,19.232864379882812,19.23287582397461,19.232864379882812,19.23285675048828,19.23290252685547,19.232864379882812,19.23285675048828,19.232873916625977,19.232864379882812,19.23287582397461,19.232864379882812,19.23285675048828,19.23290252685547,19.232864379882812,19.23285675048828,19.232873916625977,9.972602844238281,9.972591400146484,9.97259521484375,9.972602844238281,9.972614288330078,9.972602844238281,9.97256851196289,9.972614288330078,9.972602844238281,9.972591400146484,9.97259521484375,9.972602844238281,9.972614288330078,9.972602844238281,9.97256851196289,9.972614288330078
