year,variable,scenario,sce1,sce2,sce3,sce4,sce5,sce6,sce7,sce8,sce9
2300,O_dsealev,ssp534,0.30410382148445975,0.3977397077357979,0.50354825919981,0.8697355107200054,0.6102222332488725,1.0749257869098698,3.0973616191503264,5.934557347076859,8.973439099086576
2300,O_dsealev,ssp434,0.2092874343022248,0.2739406823161907,0.3811987017780598,0.5234453973715638,0.5538262164623213,0.8680677417059767,2.607330837928059,5.054305863342898,7.478778788959669
2300,O_dsealev,ssp245,0.11343732861957222,0.14120197212638025,0.21301484735885404,0.27939485721323887,0.2884971579088492,0.40351782160407995,1.560853218375703,3.0447683584067295,4.520076458950646
2300,O_dsealev,ssp460,0.02282598766399911,0.09792890749779039,0.14794130896529661,0.16338348109471448,0.17274273830575793,0.254639250246407,1.255706365169699,2.299052750119712,3.4032523750056223
2300,O_dsealev,ssp370,0.05211793846516634,0.0724584528235158,0.10576919319842384,0.13904289694849878,0.14608726299175817,0.22354566016774516,0.6045266051761164,1.1910904473081696,1.7591730136484962
2300,O_dsealev,ssp585,0.05037030623620216,0.07204833427440645,0.10062272591509687,0.1404487345254655,0.14911994574074722,0.22245848289235193,0.3711854734420743,0.7192979279178061,1.0721585909517548
2300,O_motmax,ssp119,4.225629116445225,3.323990455263911,1.6767178997136023,1.0053084955373637,2.6284136459725156,1.2625385775676479,-1.0196978241001808,-7.53684140348733,-11.54813063732503
2300,O_motmax,ssp126,7.78709188612042,15.440179247902977,4.660499402776617,11.828595540911824,6.282169848712398,4.291852147442725,-4.333846523027478,4.105809648865006,6.918556525912485
2300,O_motmax,ssp534,-0.4940121360058982,5.5204461187220035,8.765717623565363,-11.416061271276892,9.36028930756381,17.679009648730183,5.7846078593163615,-17.611930375275886,-14.06889813092212
2300,O_motmax,ssp434,-1.387600383488729,0.519104691094515,1.4584528045380976,0.0163846223676665,0.31108641116988417,0.14137272137506837,-2.210484829832412,-8.804852505186618,-23.957417694949328
