time,sce1,sce2,sce3,sce4,sce5,sce6
2115.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2116.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2117.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2118.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2119.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2120.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2121.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2122.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2123.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2124.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2125.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2126.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2127.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2128.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2129.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2130.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2131.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2132.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2133.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2134.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2135.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2136.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2137.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2138.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2139.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2140.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2141.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2142.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2143.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2144.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2145.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2146.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2147.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2148.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2149.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2150.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2151.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2152.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2153.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2154.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2155.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2156.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2157.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2158.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2159.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2160.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2161.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2162.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2163.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2164.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2165.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2166.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2167.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2168.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2169.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2170.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2171.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2172.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2173.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2174.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2175.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2176.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2177.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2178.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2179.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2180.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2181.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2182.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2183.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2184.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2185.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2186.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2187.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
2188.5,-2.489425241947174e-06,-7.436610758304596e-06,5.445443093776703e-06,6.2575563788414e-06,1.0868534445762634e-06,2.8973445296287537e-06
